id,price,moonRank,💎 score (%),storeURL,Background,Big Item,Floor,Floor Item,Grand,Room,Small Item 1,Small Item 2,Story,View,Wall,Wall Item
152-17,5,6388,31.08,https://magiceden.io/item-details/DXS6kMhhtKXXJhdUp1HtYx8Kpt92qzcHW6YLSLtYPJjV,Green2,Black Chairwplant,Lavarock,Confetti,,17,Candymachine,,152,Pink,Black Smooth,Gold Clock
152-15,1.48,6638,65.27,https://solanart.io/search/?token=8xcMFYZfkaQKjkKJJimnTdRaQWq6WcxZwcpLUgBEXReh,Green2,Brown Cornered Desk,Gmoot Tile,,,15,Gaming Supplies,,152,Orange2,Psychedelic Smooth,Neon Arc Blue Sign
152-2,2.5,5982,57.71,https://solanart.io/search/?token=FGTw9osrFK8AR7XPy84YkTskLcM3eDKdMFeKDSXRQwSE,Orange,Bar,Lavarock,Confetti,,2,Canstack,,152,Blue4,White Planks,Clapperboard
152-9,2.89,1693,71.08,https://solanart.io/search/?token=AWvvLah2WuszKA9B5wuWQqCpzc7H9ZFbLd69c2cTueM4,White,Purple Cornered Couch,Mud,Bananas,,9,Holotable,Plushiebear,152,Pink,Jungelvines Gray Bricks,Gray Clock
152-7,3,1301,71.56,https://solanart.io/search/?token=Bc4N7DWuLnwUbstBgPLTcaVPiHKJef2se3hkDrK6z1uP,Black,Bathtub,Lightgray Wood,Cotton Rug,,7,Minifridge,Laptop,152,Red,Adobe,Sol Marble Sign
152-16,5.2,5099,34.27,https://solanart.io/search/?token=3CNrffhT9rcywdHRPTBQzH2GU3J1AEWiey1dWm2A76Ad,Green2,Green Couch,Gray Tile,Lightbrown Rug,,16,Candymachine,,152,Green2,Lightgray Smooth,Gold Clock
153-20,2.4,7393,53.03,https://magiceden.io/item-details/CgcVVTgctBjvzTN8rff6xi8yrpz26h3FihnEzGjU1zLV,Purple1,Brown Cornered Desk,Void,Crystals,,20,Trading Supplies,,153,Black,Brass Metal,
153-1,10,9827,0,https://solanart.io/search/?token=6iiUjEGKnRp9xbKhahxcyrUD61y7tSL9sKq3uMLmkprR,Rose,Black Chairwplant,Silver Tile,,,1,,,153,Pink,Gray Bricks,
153-5,10,8884,0,https://solanart.io/search/?token=BDkYG51LN4Gg4TJX2yJr5mzv3cvpuFNKYSKqPYHRYbxs,Burgundy,Bar,White Slate,Crystals,,5,,,153,Black,Lightgray Stone,Gold Clock
153-3,40,2276,0,https://solanart.io/search/?token=2ZXDy7DvAywF7tRNe4Ha72ZUif2pAtKWjgegMovoPnKA,Blu+e1,Butcherblock Kitchen,Black Slate,Sneks,,3,Toaster,Breadloaf,153,Yellow,Gray Panels,Neon Gmi Sign
153-4,50,8202,0,https://solanart.io/search/?token=J6s1BVuEXwFKzHeHxA7mVzb8KcwPCmXMRZqxGdNoSH7W,Pink,Bar,Mud,Sneks,,4,,,153,Blue2,Gold Bricks,Gray Clock
153-14,99,2721,0,https://solanart.io/search/?token=BxyjD2772MTM8uYrtvwG5Vond5FoF4wMpZyWyKc3omNd,White,Purple Cornered Couch,Snow,Sneks,,14,Pyramid,Modeltruck,153,White,Black Smooth,Neon Gm Sign
154-6,5,7755,25.57,https://magiceden.io/item-details/ABpCXdyV8f1iuzkSTNdhJUbzM4WyCi2vqDQVRdiW3xLK,Pink,Brown Chairwplant,Gold Tile,,,6,Cartire,,154,Orange2,Gold Bricks,Dartboard
154-2,5,4806,37.45,https://solanart.io/search/?token=Hzi6BJV7o5H53VYpBkqrpSuErP8R4YTuRPEVJhAKi2hk,Pink,Black Bed,White Slate,Fish,,2,Brown Bedtable,Blue Cap,154,Orange2,Steel Metal,
155-4,5,730,53.86,https://solanart.io/search/?token=MFsEGSo58FYy2dyhZiXgnh54a9Lb1FPVS4EKFZ26tax,Black,Tiedie Bed,Gray Tile,GN Slippers,,4,Brown Bedtable,Sombrero,155,Green1,Steel Metal,Neon Arc Purple Sign
156-2,4,3608,52.27,https://magiceden.io/item-details/G8F5qGSMq1dSVwkpshfy3FVFvnX9TdRmBr67XRa4Dx8Z,Black,Silk Bed,Mud,Rocks,,2,Brown Bedtable,Blue Cap,156,Blue2,Concrete,Neon Gmi Sign
156-3,4.99,962,53.03,https://solanart.io/search/?token=9hucPo3eWPMQ36GSLZdiZSzUaXPEyt9WLvnBURiV8aED,Yellow,Gray Cornered Desk,Gray Tile,Cotton Rug,,3,Rendering Supplies,Sunkenship Acquarium,156,White,White Planks,Ice Clock
156-15,5,3508,42.67,https://solanart.io/search/?token=34N3pc4EGoJYp9pvawjMNjueecB8sa16EpUZjyJuS1St,Burgundy,Cactus,Sand,,,15,Tumbleweed,,156,Yellow,Junglevines Tree,
157-12,3,7137,48.06,https://solanart.io/search/?token=DMMEoetTczD9UsKNHpbahWCaKHy8rZwMGj3v8ZUprMVH,Green1,Gray Couch Cornered,Black Slate,Bananas,,12,Plantpot,,157,Black,Blue Crystal,
158-3,2.75,3089,66.86,https://magiceden.io/item-details/ANxhwRKhLthFJSgQjgyYBsJPyipA7u7JzqtT2uVLGwjf,Turquoise,Marble Round Table,Hay,,,3,Classicchairs,Cheesewheel,158,Yellow,Gold Bricks,Dartboard
158-18,1.99,2280,77.72,https://solanart.io/search/?token=5QtSjQykMpJCzFVnPAsxr6jGivh6bbbVXCF5zUx585uJ,Black,White Bed,Darkbrown Tile,Lightbrown Rug,,18,Brown Bedtable,Hoak Cap,158,Goldwhite,Psychedelic Smooth,Portal
158-10,4,1880,59.23,https://solanart.io/search/?token=9gCsTsbEuim7KyoTDAZzeyGQLqartYWQ77cCebE873Ue,Orange,Gray Deskwchair,Lavarock,Sneks,,10,Candymachine,Gold Supplies,158,Green1,Brass Metal,Neon Arc Red Sign
158-16,5,584,54.45,https://solanart.io/search/?token=98M5g5j3TmjEqLE7yEBLAoSHm84H9xKKmBShtBSDUkD5,Blu+e1,Weightrack,Gold Tile,Fish,,16,Barbell,Kettlebells,158,Blue2,Jungle Tree,Neon Gmi Sign
158-1,10,2202,0,https://solanart.io/search/?token=84XrryaUGXxm3i3ETpvxZryAThTkddpa8X3H98gMtRvr,Orange,Gray Deskwchair,Dirt,Fish,,1,Crayons,Gold Supplies,158,Black,Silver Bricks,Neon Arc Red Sign
159-2,1.5,9229,54.63,https://magiceden.io/item-details/GRjfbmkJPenEhYJwib34pdUfCqKL6iSZDb2HYCXojTaY,Yellow,Djstand,White Slate,,,2,,,159,Blue4,White Planks,Neon Arc Red Sign
159-6,1.94,570,85.1,https://magiceden.io/item-details/AaXSbsr8coKcXUqdXXutmzCJdHkkN5xdz2zHHpMCAdQv,Purple3,Black Chairwplant,White Slate,Crystals,,6,Minifridge,Cash,159,White,Pink Smooth,Helloworld Poster
159-14,2.98,7437,47.05,https://magiceden.io/item-details/D5PyTeFZ8ZVdzRouupPvbA7UctQNHroD9hEwA33KvNHE,Purple3,Cotton Bed,Snow,,,14,Brown Bedtable,Hoak Cap,159,Black,Gray Bricks,
159-1,2.4,4888,63.12,https://solanart.io/search/?token=A9jeGtTcjJzm3As77742ds4gP41jpH2rtWTCK4wKcKhB,Black,Silk Couch,Glass,Fish,,1,Minifridge,Cigars,159,Goldwhite,White Planks,
159-4,2.9,3630,63.18,https://solanart.io/search/?token=C29TAoLpBsqimzf1Z7rcTe7ixYAVKEQSV65yvL7bjq5u,Black,Silk Bed,Gmoot Tile,Sneks,,4,Brown Bedtable,Cowboyhat,159,Blue2,Darkgray Smooth,Ice Clock
159-11,3.12,5503,53.44,https://solanart.io/search/?token=2F95qoyb3koRwuradxz4KWcFGdNqU4WSVDUM5J5Q3d6j,White,Marble Round Table,Sand,Confetti,,11,,Pizzabox,159,Black,Brass Metal,Ice Clock
160-10,2,434,85.05,https://magiceden.io/item-details/6ZZeg4fnWJ5fMVkP1LjAkv9GsMnoMBtNvfkip9zEcHfC,Purple3,Treadmill,White Slate,Crystals,,10,Balanceball,Shakerbottle,160,Orange1,Forest Tree,Ice Clock
160-7,5.99,555,44.67,https://solanart.io/search/?token=F8oc2cN7on7Rq8yX1dwwVPbAkU717rkuedqhQkx6USE9,Purple1,Blue Couch,Glass,Fish,,7,Safe,Cash,160,Black,Solana Smooth,Helloworld Poster
160-18,29.99,9933,0,https://solanart.io/search/?token=6UmrMLVnmFQE26ecZowwFLLWLgthhGbmmvDjFKn63kQ6,Black,Beachy Chairwplant,Lightbrown Tile,,,18,,,160,Goldwhite,Jungle Tree,
160-11,2,3321,73.43,https://alpha.art/t/5sMmFq6H9YgrM1qDSCS5SuwKRmBWs6FpaPw3evsXEeB4,Orange,Purple Cornered Couch,Lavarock,Crystals,,11,Futuristic Round Coffeetable,Modelplane,160,Orange1,Gray Panels,
161-17,10,9795,0,https://solanart.io/search/?token=9RYea4SmgxDtkQi8PvoSwSALDhfnsjZqr6RtLkLj7Be3,Purple2,Weightrack,Black Slate,,,17,,,161,Blue3,Green Crystal,
162-16,2.5,7095,53.23,https://solanart.io/search/?token=3XcJfijFQvxSrgqzcHiJ5mEytnACaxCsjqmdbyEvrt7u,Blue2,Blacknwhite Couch,Gold Tile,Lightbrown Rug,,16,Hotpottable,,162,Peach,Futuristic Panels,
162-8,3,6913,48.96,https://solanart.io/search/?token=4Q5hzVSBuUj9LZBvf5UWRniGUqeY2KLmthDC57WeqKc6,Black,Marble Kitchen,Black Slate,,,8,Toaster,Knifeblock,162,Goldwhite,Ice Bricks,
162-14,4.35,1789,56.1,https://solanart.io/search/?token=3DLKgegLBed7w7Tmhghb3vb6gLo8o7Vu4zzxDjtYTsYA,Green1,Gold Couch,Lavarock,Crystals,,14,Safe,Cash,162,Red,Gold Bricks,Clapperboard
162-15,4.9,6309,32.39,https://solanart.io/search/?token=6uwTqhwagEUhHnZvvZp7kG5vcm4cb5dJ5qPpeMkHFFZy,Turquoise,Beanbags,Checkered Tile,Crystals,,15,Crayons,,162,Peach,Void,Neon Gn Sign
162-19,169,802,0,https://solanart.io/search/?token=FiZYomYuxPNLsiEWmWAgGLEnCvCDN3MjG5dr8VUWvZkY,Teal,Blue Cornered Couch,Snow,Confetti,,19,Brown Round Coffeetable,Modelufo,162,Peach,White Planks,Heart Sign
163-17,1.99,5126,66.26,https://solanart.io/search/?token=kBJy4mQpVTGSRXycaEqNbWJzhdvkFohoGNTSynb76Dw,Purple1,Ice Couch,Sand,Bananas,,17,Cardboardbox,,163,Blue3,Psychedelic Smooth,Star Sign
163-8,4,6202,41.82,https://solanart.io/search/?token=6zoZ5YiNobHKdr4bYtU1ZWESRdG3NaA5HAgAiDZP91wo,Purple2,Gold Couch,Lightgray Wood,,,8,Hotpottable,,163,Purple,White Smooth,Helloworld Poster
165-8,2.7,959,75.94,https://magiceden.io/item-details/56FXAd2fDx6r6bpEcAqvBoVLs3hCqJJuszEXqbq1YWx,Yellow,Futuristic Cornered Desk,Black Slate,Crystals,,8,Gaming Supplies,Sunkenship Acquarium,165,Pink,Darkgray Smooth,Neon Gmi Sign
165-16,3.9,8173,34.89,https://magiceden.io/item-details/3ByEYyunDcrPtKJqSMKcFsP8tT1HENbM6kVQVFZvDmE4,Purple2,Brown Round Table,Lightbrown Tile,,,16,,Turtleshell,165,Goldwhite,Darkbrown Planks,
165-14,2.4,2747,71.74,https://solanart.io/search/?token=obR2kb26fysvYYeFuWiHKUBSoapf8yxdfvnN5SCboCz,Blu+e1,Poker Round Table,Grass,Sneks,,14,Classicchairs,Solanauthelmet,165,Yellow,Lightgray Stone,Star Sign
165-3,5,318,55.52,https://solanart.io/search/?token=5FGmpmodDqUsvYdY2WBtz8t6bFnGyDYC8Koo4LfuLY7b,Turquoise,Silk Bed,Lavarock,Volleyball,,3,Brown Bedtable,Cowboyhat,165,Green2,Psychedelic Smooth,Ice Clock
165-7,6,7455,16.78,https://solanart.io/search/?token=EhpAtNAgzS7SLdiKMB5GqqdDp5kobJUwGh7SjVDfR6VL,Blu+e1,Marble Kitchen,Gmoot Tile,,,7,,Bagels,165,Black,Darkgray Smooth,Neon Grindset Sign
167-11,1.7,4203,72.87,https://magiceden.io/item-details/f5BdyCy9wtjbq8uAGQNhCZThxb2cVQBshsuCLi6ZR71,White,Green Couch,Checkered Tile,Rocks,,11,Minifridge,Headphones,167,Red,Gold Bricks,
167-16,3.9,7450,37.8,https://magiceden.io/item-details/7mCadmrpwxjBn2QwbugZeGy4LkyNYJM8NmtoAGUEqfSQ,White,Black Chairwplant,Gold Tile,Bananas,,16,Crayons,,167,Goldwhite,Brass Metal,Sol Marble Sign
168-19,0.95,5876,73.64,https://magiceden.io/item-details/4VTLggkKpBrFj53KY1UbEhmkUB8c8SMWhDdW2kVcdUaM,Orange,Blue Couch,Glass,Rocks,,19,Crayons,,168,Blue4,Forest Tree,Heart Sign
168-4,2.4,8491,48.61,https://magiceden.io/item-details/7e65nRrgpLPAeuR2Tr3vdaE3KQJsprpA4QXAUbaHeDfU,Rose,Bathtub,Lightgray Wood,,,4,Candymachine,,168,Goldwhite,Brass Metal,Katakana Sign
169-17,6.9,5019,17.59,https://magiceden.io/item-details/Ah9K3xfuPCWFtLXpcPGXovSfH3uEy7hN4y8u3CBQvxhx,Blue2,Granite Kitchen,Checkered Tile,,,17,Coffeemachine,Mango,169,Blue5,Ice Bricks,
169-6,11,1788,0,https://magiceden.io/item-details/98UghKjiNLaLDmb4GmqJDsKC5PEa47YW3VvFDXpP7prw,Rose,Orange Couch,Gmoot Tile,Rocks,,6,Minifridge,Cash,169,Green2,Silver Bricks,Sol Black Sign
169-14,1.85,9581,49.72,https://solanart.io/search/?token=62nX1R7ahHVFVW21PM1qVvYoH9j8MTdC1hpDaqqahozM,Green2,Lunch Dining Table,Grass,,,14,,,169,Blue3,Black Smooth,Sol Black Sign
170-13,1,1478,90.85,https://magiceden.io/item-details/9pGfP3fAj9eCoEe2o151CavDqnPoX9oZbM19F7jmeuxz,Purple3,Gray Deskwchair,Gmoot Tile,Sneks,,13,Minifridge,Laptop,170,Blue5,Blue Crystal,Binaryclock
170-19,1.55,5073,70.87,https://magiceden.io/item-details/4D1s1TB26fYHMKcjwCiujgsYqG3tNirQqNXxEKPBPoQY,Orange,Granite Kitchen,Checkered Tile,Crystals,,19,Coffeemachine,,170,Green2,Silver Bricks,Ice Clock
170-18,2.2,7404,54.98,https://magiceden.io/item-details/DXZKttVgqDP7hVyyVH2hhqXE6Yi3KC7FG5HkDpVx2muA,Black,Gray Deskwchair,Black Slate,Confetti,,18,Hotpottable,,170,Goldwhite,Darkgray Stone,Sol Black Sign
170-17,9.9,5044,0,https://solanart.io/search/?token=5eiSn6RrkgovnNWwHvPxj3pLMZviuNuM8iCoLxhg91zB,Yellow,Cotton Bed,Darkgray Wood,,,17,Brown Bedtable,Pearlnecklace,170,Red,White Planks,Sol Black Sign
171-1,6.9,3322,24.42,https://magiceden.io/item-details/JCMjWL6MN8m4e1LHuH9PcndgBQ96ZNfPaWXqZTcJ7T4u,Blu+e1,Bar,White Slate,Dancemat,,1,Canstack,,171,Orange1,Gold Bricks,Dartboard
171-20,6,7583,16.26,https://solanart.io/search/?token=6QLtVjiV7AuApqWqg3xQx7JuzrbqBxx8ABPnxcojyYy8,Turquoise,Ice Couch,Lightgray Wood,Bananas,,20,Cartire,,171,Blue2,Futuristic Panels,
172-9,4,2206,57.92,https://magiceden.io/item-details/DmiZAK9s9YG92W9VYEpTJbA4WzyqkW8WSPqNm6XGrRuC,Yellow,Butcherblock Kitchen,Grass,Crystals,,9,Microwave,Bagels,172,Goldwhite,Silver Bricks,Neon Arc Red Sign
173-18,15,7325,0,https://magiceden.io/item-details/EMbuNJxN2XoA4T9xHh3MMKfGqpRvfBFzb6Ng6fXDgc29,Orange,Cactus,Sand,Bananas,,18,,,173,Yellow,White Planks,
173-8,4.85,2751,47.22,https://solanart.io/search/?token=5GJnsjtDNqMTJKTxvZDSAN8hQVyphoBz6rgcjnLJzcBi,Green2,Cotton Bed,Black Slate,,,8,Brown Bedtable,Hoak Cap,173,Purple,Pink Smooth,Frakt Poster
173-15,6,9700,7.74,https://solanart.io/search/?token=BGNw9cQxavWksuV1UUKYqkFVHKcHHCMCwtE5RRPpthqN,Black,Morning Dining Table,Brown Wood,,,15,,,173,Green2,Concrete,Neon Gm Sign
173-16,8,1836,19.41,https://solanart.io/search/?token=7vfXrkTSMQL2kvganj4MtXmZkVyBw5RhbRtJsZSKAQx3,Green2,Lunch Dining Table,Gray Tile,Bananas,,16,Brown Coathanger,Normal Loot,173,Yellow,Lightgray Stone,Neon Grindset Sign
173-12,8,5775,3.54,https://solanart.io/search/?token=HFyuUz55UCryMdwUyhUTHemeetRrH3QY1uRzABjyeDEt,Purple3,Weightrack,Silver Tile,Sneks,,12,,Jumprope,173,Orange1,Black Smooth,
173-9,11,2939,0,https://solanart.io/search/?token=DXuQchgpiErn58dvFa362eZvVhmfmEuGFWN3VR7kRpVr,Orange,Paintersdesk,Grass,Confetti,,9,Easel,Camera,173,Green2,Ironrusty Metal,
174-12,3,2815,65.46,https://magiceden.io/item-details/A3goeQX8jutoSpvu5CSL9CC9cU3zcjDRJG6x8C1D9dH9,Purple2,Brown Cornered Desk,Cobblestone,,,12,Rendering Supplies,Skulls Terrarium,174,Orange1,Blue Crystal,Star Sign
174-13,9.8,4632,0,https://solanart.io/search/?token=5TFvxZ1KSxVTTp3p3Ldm3whG81eUhNSq4SobPoUQa6Tg,Blu+e1,Purple Cornered Couch,Gray Tile,,,13,Crystal,Modelufo,174,White,Lightbrown Planks,Katakana Sign
174-15,9.92,3370,0,https://solanart.io/search/?token=HHAUTwgoy26Qy1UhYvJExAttLBDWFfAnw7vZYGD9AGSi,Turquoise,Gray Couch Cornered,Silver Tile,,,15,Holotable,Modelufo,174,Goldwhite,Lightgray Smooth,Star Sign
175-14,4,283,65.66,https://magiceden.io/item-details/6jRZJwjvP5B1AuNrmrYWb6fF6imAxM79qoFxUczt1mrg,Pink,Black Bed,Gold Tile,Socks,,14,Brown Bedtable,Waternplant,175,Blue4,Steel Metal,Infinity Sign
175-6,4.99,4110,40.35,https://solanart.io/search/?token=Gg9ai4SqHVUBun8ZaTp6Zg3tuGqgYXVFuF2QMsZhhvX7,Yellow,Bathtub,Lightgray Wood,Crystals,,6,Crayons,,175,Orange1,Darkgray Smooth,Helloworld Poster
177-11,2,2145,78.16,https://solanart.io/search/?token=3MkBLq31nJDT3CXeHbKwxzzpD4EwdiEHA3LKFQy5Cr3v,Burgundy,Brown Round Table,Black Wood,Confetti,,11,Officechairs,Bananas Basket,177,Goldwhite,Brass Metal,Neon Gm Sign
177-14,5.55,2295,42.06,https://solanart.io/search/?token=qahh3UkW3oFKXnvuU3h7RYR5U8Jc8Sxfsf2FdsZaLvP,White,Morning Dining Table,Brown Wood,Rocks,,14,Silver Coathanger,Normal Loot,177,Blue3,Concrete,Neon Grindset Sign
177-18,6,4699,27.88,https://solanart.io/search/?token=75AYhCNWtJJjv1M93Vkgkd77inXXFzAE2SHFrnZnxpTp,White,Morning Dining Table,Checkered Tile,,,18,Silver Coathanger,Normal Loot,177,Green2,Lightgray Stone,Neon Gmi Sign
178-16,0.7999,2513,88.68,https://solanart.io/search/?token=J8weNxQxiZpwKuyYm3AL6BPsjvg1Fw3QaXfAMoNezRVi,Green1,Blue Cornered Couch,Brown Wood,Confetti,,16,Pyramid,Oogatoy,178,Orange1,Adobe,
178-11,1.25,7690,63.33,https://solanart.io/search/?token=4fFkxkCgQxCfMCkT3aCFxG8QbWBwAV47JjFdqBvyAS4K,White,Beachy Chairwplant,Silver Tile,Lightbrown Rug,,11,,,178,Blue2,Glass,Television
178-6,4,2539,56.58,https://solanart.io/search/?token=7Mg6BVDdkapZfJ7QTwFquWvLtyWKeBiJPZeXoj7y4455,Teal,Morning Dining Table,Dirt,Crystals,,6,Brown Coathanger,Normal Loot,178,Black,Gray Bricks,Neon Gn Sign
178-9,5.2,4583,36.34,https://solanart.io/search/?token=GHL4WK8LgZhSnak1DUiorhveJYpxiE38Z3ZffDc1PCjN,Purple3,Evening Dining Table,Grass,,,9,Brown Coathanger,Gmoot Loot,178,Blue5,Bamboo,Dartboard
178-15,5.5,2852,40.32,https://solanart.io/search/?token=6k3HuGoaincyae4pQToAWCQppSRn6WEyDS4NS4BRU4UU,Blue2,Gray Cornered Desk,Mud,,,15,Gaming Supplies,Skulls Terrarium,178,Red,Lightgray Stone,Neon Arc Blue Sign
179-2,4.2069,511,62.67,https://magiceden.io/item-details/5hy8YZLPqUn47LxYQ4JavK9NA9YF1QehhB2sNrZaW7jG,Burgundy,Poker Round Table,Silver Tile,Cotton Rug,,2,Officechairs,Turtleshell,179,Orange2,Lightgray Stone,Sol Marble Sign
179-4,11,8662,0,https://solanart.io/search/?token=DGmiLaofQWoUL1VodCvKctHuHCHsfUbSL8DqvJtcbdSt,Blu+e1,Bathtub,Black Wood,,,4,Cartire,,179,Orange1,Concrete,Ice Clock
180-8,1.2,4047,78.5,https://magiceden.io/item-details/3u8wB3gdzRWjsCrAS7BVL5ZavH8M6jGSPaCZkUKEE3xF,Green2,Gray Cornered Desk,Black Wood,,,8,Gaming Supplies,Gecko Terrarium,180,Black,Silver Bricks,Ice Clock
180-18,1.7,3706,74.88,https://magiceden.io/item-details/Gmgt9GULEHW8WUKcKyhRVi4KqNxfXb5GvVsH7u5QuaXb,Purple1,Butcherblock Kitchen,Grass,,,18,Cuttingboard,Bagels,180,Peach,Psychedelic Smooth,Neon Gn Sign
180-16,2.99,5355,55.34,https://magiceden.io/item-details/D6ZbFYh5AjwPMn6kjFcHHJpEGnUpHZFGJjjtzJ3NpgTR,Black,Ratchet Bed,Silver Tile,,,16,Brown Bedtable,Litjesus,180,Blue2,Lightgray Smooth,Television
180-12,3,4556,58.45,https://solanart.io/search/?token=4dBZMGncK1sBAGivFTt4gnTs7WYR2QmheGGpuDAJti4y,Pink,Green Couch,Glass,Confetti,,12,Candymachine,,180,Orange2,Blue Crystal,RGB Hexagons
180-13,3.9,1850,60.35,https://solanart.io/search/?token=Cg4ZZKvSiJwGVzQy91e77eQFjateybeCa6EhZUfA5W4o,Pink,Poker Round Table,Gmoot Tile,Sneks,,13,,Cards Setup,180,Blue3,White Smooth,Earth Poster
180-17,5,3784,41.56,https://solanart.io/search/?token=5D8thzvMxh3h3ED8r1tJubbtnUTxVzbeyJLpMgM2b2Z4,Blu+e1,Black Bed,Snow,Sneks,,17,Brown Bedtable,Cowboyhat,180,Peach,Ironrusty Metal,Sol Marble Sign
180-20,40,7913,0,https://solanart.io/search/?token=CzJiHnNVJx2KuNV1o5pBDdgGKcPwfyJH1TxLmGjMmzun,Blue2,Orange Couch,Checkered Tile,,,20,Bike,,180,Orange2,Psychedelic Smooth,Sol Black Sign
180-7,55635,6952,0,https://solanart.io/search/?token=7MJUCTdeFvZNrhSi5PNg9dAfNaM8wSVB4MRdQehtwYrB,Burgundy,Ratchet Couch,Cobblestone,Crystals,,7,Cartire,,180,Black,Brass Metal,Gray Clock
180-6,2.8,4068,62.42,https://alpha.art/t/5rJjt8GEkVhcaZNzou6HVTeboVKJkc5XKxnSGCFBZJKH,Yellow,Morning Dining Table,Lightbrown Tile,,,6,Brown Coathanger,Gmoot Loot,180,Red,Jungelvines Gray Bricks,Neon Grindset Sign
181-12,3,1188,72.02,https://magiceden.io/item-details/DvoPhqHYau9nVVd9UZugv1VSBNKP1EdAKE8R7qiuWk9W,Purple1,Brown Chairwplant,Lavarock,,,12,Beachy Cabinet,Console,181,Blu+e1,Silver Bricks,Gold Clock
182-2,1.5,8645,56.99,https://magiceden.io/item-details/9aMCgmDTxQXNxNMecM8qA3UyKixV1hBCvktW1wFzfW2b,Blue2,Bar,Gray Tile,Fish,,2,,,182,Black,Orange Crystal,Dartboard
182-11,30,3942,0,https://magiceden.io/item-details/GtCfRWHbc3Ke6QZKZKSXgFLsxC4aempfYZ66VE3TMWW9,Blu+e1,Purple Cornered Couch,Cobblestone,,,11,Marble Round Coffeetable,Modelbot,182,Blue4,Darkgray Stone,Neon Grindset Sign
182-9,2.1,6859,58.18,https://solanart.io/search/?token=6YHRHq5A2btf7aVWtZzmxphhBpqcdBaZeaHZA8xKLTJF,White,Beanbags,Mud,Bananas,,9,Bike,,182,Blue5,Psychedelic Smooth,Clapperboard
182-19,85,104,0,https://solanart.io/search/?token=4tqBAqBJiLB2E4hihunBDxGyABwfgNJHLBznziJ5D9tF,Orange,Beachy Chairwplant,Carpet,Confetti,,19,Black Cabinet,Console,182,Purple,Darkbrown Planks,Heart Sign
182-5,0.89,5574,75.45,https://alpha.art/t/FLsVL23eEELvJgTwX6myotAM4XHbx9ES6ohuGBMbeTL2,Purple1,Cotton Bed,Carpet,Volleyball,,5,,,182,Green2,Bamboo,Star Sign
183-11,5,265,55.73,https://magiceden.io/item-details/GEhmiSTcXw8riQsQAbFLFzznnzUqyNW5XMc8hvTyfHD9,Blu+e1,Marble Kitchen,Darkbrown Tile,Rocks,,11,Microwave,Bagels,183,Blue5,Solana Smooth,Lights Poster
183-8,5,9655,17.92,https://solanart.io/search/?token=6fVNmaWRrzUWsZXfaJDLucoBYtZGonRhL4CGBdGVxWuH,White,Cotton Bed,Brown Wood,,,8,,,183,Yellow,Steel Metal,Neon Gn Sign
183-7,5,6417,30.96,https://solanart.io/search/?token=E9uQX65Uh8yUUs4H5KrK4AtmTcaQcjRVNuwLFw3s6CEr,Yellow,Brown Round Table,Sand,,,7,,Bananas Basket,183,Goldwhite,Bamboo,Dartboard
183-6,5.25,2974,42.32,https://solanart.io/search/?token=6aQ4wPu9DcJ3BNf3ZuRsqQ6r4cdKivAHjpbumH7yG6k7,Green2,Granite Kitchen,Lavarock,Fish,,6,Coffeemachine,,183,Orange1,Black Smooth,Lights Poster
183-19,7,2089,28.39,https://solanart.io/search/?token=J4CLjtsKTbMFoVzagfpFT177HsiqGNWCqXu2c6puhFqd,Orange,Brown Chairwplant,Gold Tile,Rocks,,19,Safe,Headphones,183,Orange2,Jungle Tree,Sol Marble Sign
183-4,8,1094,22.39,https://solanart.io/search/?token=4BujqanKxuhHcEu8ZFi9WMqwcaeUxZPvQP68kdHNqBt9,Rose,Brown Round Table,Checkered Tile,Fish,,4,Classicchairs,Oranges Basket,183,Purple,Jungle Tree,Gray Clock
184-8,3.99,5417,45.09,https://magiceden.io/item-details/FgznBCedoWAYBrMJr9UgFafPvPcjGiR28LHTBpiL72mf,Purple3,Tiedie Bed,Gray Tile,,,8,Brown Bedtable,Spartanhelmet,184,Goldwhite,Lightgray Stone,Infinity Sign
184-14,4.5,1326,56.46,https://solanart.io/search/?token=3zhwCvssBRj655CzU4PW8mkb4odZNRipi4mGcUXicEpQ,Green2,Orange Couch,Lavarock,Rocks,,14,Futuristic Coffeetable,Spacemarine,184,Goldwhite,Lightbrown Planks,Infinity Sign
184-7,12.99,252,0,https://solanart.io/search/?token=Cdfsw5QGyCQx8zCftQQnh78LvMNgf9yUzq66AqDBJUrE,Orange,Silk Bed,Mud,GN Slippers,,7,Brown Bedtable,Spartanhelmet,184,Peach,Gold Bricks,Infinity Sign
185-7,11,286,0,https://magiceden.io/item-details/CcvMA5jYVBzfWgSxb4xSMajV2bhKvyM3jhEtwjTChyPT,Blu+e1,Ratchet Couch,Gold Tile,Confetti,,7,Glass Coffeetable,Winebottle,185,White,Darkgray Smooth,Helloworld Poster
185-10,0.99,8815,61.4,https://solanart.io/search/?token=CjpknwfKuLnJGELurHgioq4FSw1WoBJzZh8rfKtJaMnA,Black,Morning Dining Table,Carpet,Fish,,10,,,185,Green1,Forest Tree,Sol Marble Sign
185-9,2,2134,78.21,https://solanart.io/search/?token=5FmfREnpW5EKCa5VM17Ng2ZEP7krMm7LNgqCGa76Vcv4,White,Marble Kitchen,Black Wood,Confetti,,9,Toaster,Bagels,185,Peach,Steel Metal,Katakana Sign
