id,price,moonRank,💎 score (%),storeURL,Arsenal Back,Arsenal Front,Background,Base,Decoration,Elite,Eyes,Headwear,Nose,Outerwear,Outfit
8391,2.69,7251,64.1,https://solanart.io/search/?token=3gkHhdRF8iCLCzJJUkY69Lz8aNoQVzRdhnmJRroQRZLt,None,None,Green,White - Gold Tooth,None,,Glasses (Half-frame),Iron Dome,Piercing (Barbell),None,Tutrleneck (Black)
8393,2.35,5460,74.66,https://alpha.art/t/9QKuSSf9Dd4iNAdDVchNsX81uyMqfpyDkEyS65QTZSSm,None,None,Sky Blue,Purple - Default,Hanging Charms,,Default,Athletic Visor,Double-Barrel,None,Basic Tee (White)
8395,3.9,6617,54.53,https://solanart.io/search/?token=CxLAJ8NRzzvLTdPN67nMn4iapnDzq7Tr5UtKm4bhk8Ur,None,None,Fuschia,White - Sewn,Piercing (Left),,Glasses (Half-moon),Star,Heart,None,Tutrleneck (Black)
8399,15,1559,0,https://magiceden.io/item-details/Fp8ELqnT36GkZszrqupLGbuMsKUkTkEGFZKBSTuAxdeR,None,None,Sky Blue,Ornamental Automaton - Default,None,,Default,Headband,Default,Gas Mask,Silver Armor
8412,8,8424,6.3,https://magiceden.io/item-details/ADSt1ijZ9CHPRbgTmcQ5rmGW2ZB9puTRWQW8rvi2nnnB,None,None,Yellow,Blue - Sewn,None,,Feminine,Bowler,Piercing (Hoop),None,Basic Tee (Red)
8432,11.45,9401,0,https://magiceden.io/item-details/98vSFoGaHnR78CWJqazBZyapn8H1dBhgv7eX5P3JpAEj,None,None,Yellow,Purple - Open,None,,Adorable,Star,Default,None,Leather Jacket
8433,4.7,9690,34.24,https://solanart.io/search/?token=APzFFottqx4NyNPvJj35ZaHdRKTSC5xMjmc2FyKgksTB,None,None,Green,Black - Gold Tooth,None,,Dead,Fedora,Default,None,Collared Shirt (Green)
8452,49,1409,0,https://magiceden.io/item-details/DvQTq7nPewcxEVbMM8vbXtqxy47pRVkMRzRN2ahn8YXS,Crucifix of the Maligned,None,Sky Blue,Gray - Lockjaw,None,,Occular Tech II,Ball Cap (Skull),Narrow,None,Astronaut
8460,3.8,8472,48.11,https://solanart.io/search/?token=B9gRABVSdXxTeWA9T8gNKmyPAMJJK4Yu7EobhEJTMNXT,None,None,Pink,Black - Open,None,,Glasses (Round),Tilted Halo,Narrow,None,Tanktop
8476,3250,4,0,https://solanart.io/search/?token=55C1UfxmFLeugmMqS5X53PWWC4ACppah2EuLxBXCfvwc,,,,,,Special Agent Prey Hunter,,,,,
8485,12,3800,0,https://magiceden.io/item-details/6nAZd47bHHgwjhX4boawrHu4sAzNTYhidfCKVGd3QXS4,None,None,Green,Liquid - Default,None,,Bored,Hannya Horns,Piercing (Barbell),None,Robe (White)
8510,7,7590,19.64,https://magiceden.io/item-details/3nauBuVB7LQxjUB5HZN7KhKNwKArwbqKvdqhx12Jkt4x,None,None,Sky Blue,Galactite - Default,None,,Dead,Trucker Hat (Purple),Narrow,None,Tanktop
8510,8,7590,9.64,https://solanart.io/search/?token=3nauBuVB7LQxjUB5HZN7KhKNwKArwbqKvdqhx12Jkt4x,None,None,Sky Blue,Galactite - Default,None,,Dead,Trucker Hat (Purple),Narrow,None,Tanktop
8511,2.05,5497,77.51,https://magiceden.io/item-details/EAQ27R2zVoM2T57F3EDC6QYsQAtZKpneCtEEiV2HAXDy,Draelic Nimbus,None,Aqua,Purple - Cracked,None,,Sunken,None,Piercing (Studded Hoop),None,Turtleneck (Red)
8519,35,7780,0,https://magiceden.io/item-details/5vg7f3CVzrf5M4BEZ54Bj9FWvhhVqT3zud5gEE8LhhHY,None,None,Sky Blue,Yellow - Lockjaw,None,,Monocle,Horns (Small),Piercing (Hoop),None,Basic Tee (White)
8538,4.5,6078,50.69,https://solanart.io/search/?token=EdfnFjfagNwMSB9wF9g4rjRR9vD8LZfUTkwzfwtrLKQN,None,None,Blue,Green - Side Open,Piercing (Left),,Bored,Officer's Cap,Narrow,None,Collared Shirt (Green)
8552,6.66,1281,48.28,https://magiceden.io/item-details/AEdTtCMSBJXfth1c8jEiqeVpbMYaNJj4Fh4asQ9gr8mP,None,Soul,Pink,Purple - Sewn,Freckles,,Eyebrow Raise,Backwards Hat,Triangular,None,Blade Runner Jacket
8554,6.44,9229,18.68,https://magiceden.io/item-details/zttFioQxyvEEB9xNNewDDve2bfgr3EujGnwP214xf5P,None,None,Purple,Blue - Default,None,,Feminine,Headband,Triangular,None,Turtleneck (Red)
8564,4.5,2848,63.61,https://magiceden.io/item-details/5fgCErZEtijzNEDZCF16y9y343jEm1wfuqTnh3a255H6,None,None,Green,Blue - Cigarette,Freckles,,Angry,Fez,Piercing (Studded Hoop),None,Metal Robe
8568,19,7004,0,https://solanart.io/search/?token=9hpA28QmKNdGK1mXgzAYKbn3P3wdwfipMfbx5vcGzqKA,None,None,Blue,Infernal - Default,None,,Adorable,Crystal,Narrow,None,Suit
8574,2.05,8158,66.87,https://magiceden.io/item-details/x8vqkU2WKowDTJCPpaUPcQDQjsGjc6oNEVHpXwHmowd,None,None,Bone,Purple - Open,None,,Glasses (Half-frame),Star,Double-Barrel,None,Metal Robe
8577,2.5,8103,62.59,https://solanart.io/search/?token=9ZbKCuRhxaQdU9QqMfYTLpp1yiDqAqxmTuMTzH1dPtzf,None,None,Bone,Yellow - Side Open,None,,Adorable,Bow,Piercing (Hoop),None,Basic Tee (Red)
8583,5.5,8121,32.52,https://solanart.io/search/?token=AVaGLXT7dbEaSeapPeW6KvHduayDrUmGQ4JE3XTr1mh,None,None,Sky Blue,Yellow - Toothy,None,,Bored,Turban,Double-Barrel,None,Turtleneck (Red)
8587,3.5,1009,80.96,https://magiceden.io/item-details/64cnNapXMXb2wSjqVbyyVpHXds6Usr1GCG8KZgDHe7mL,Crucifix of the Maligned,None,Bone,Gray - Gold Tooth,Sigils,,Adorable,Stapled Dome,Piercing (Hoop),None,Tutrleneck (Black)
8598,20,1497,0,https://solanart.io/search/?token=9cVMLDhoyoMprjcUdpeH4rff6yuVNufaCqcRtnTzyaCR,None,None,Purple,White - Fangs,Freckles,,Dead,None,Piercing (Barbell),Astronaut Helmet,Collared Shirt (White)
8607,20,1414,0,https://solanart.io/search/?token=Bh9n1op6diGtpuH4ECHTRcaJfjz5RAHwCRuZUzLwNehg,Divining Staff,None,Red,Purple - Gold Tooth,Piercing (Right),,Default,Tiny Crown,Heart,None,Collared Shirt (Green)
8637,69,299,0,https://magiceden.io/item-details/GXDqjKqSqGgXqGprkXzhYVfP5FbTy5gh1EK3LAe8Y9Ro,None,Soul,Aqua,Ancient Squid,Runic Marking 3,,Ancient Fire,Shriving Stone,Beaded,None,None
8648,9.69,5205,2.28,https://solanart.io/search/?token=Gm5GyJwgBgpWEUMhS4byiwiLZZMk4L42rd7Qd7vh52eg,None,None,Green,Black - Toothy,None,,Bored,Cyberpunk Hat,Default,Gas Mask,None
8663,20,3126,0,https://solanart.io/search/?token=7Qc5xfnwsHUngfxYp2BNnDEvrEWUZw9t4d7bubFSPkpY,None,None,Pink,Yellow - Toothy,None,,Feminine,Cowboy Hat,Piercing (Studded Hoop),Gas Mask,Basic Tee (Yellow)
8665,25,3252,0,https://solanart.io/search/?token=7qwHHzPuTDYTwz84dXAATEoTZVUdGC3QUstBarSHJpVx,None,None,Aqua,Blue - Gold Tooth,Piercing (Left),,Third Eye Open,Ballcap (Planet),Piercing (Hoop),None,Turtleneck (Red)
8670,7,8888,14.45,https://solanart.io/search/?token=DQwLkd7t5Y6n4yERJ9CRHVEegX1YESt8Z3Z935DSYbnj,None,None,Yellow,White - Toothy,None,,Bored,Crescent Headpiece,Default,None,Collared Shirt (Gray)
8695,4.5,9227,38.09,https://solanart.io/search/?token=FDsqxZZ8FtmZMqkeuHBeAQQj1LXwppKNSNZrtG7i7dUi,None,None,Yellow,White - Side Open,None,,Sunken,Ballcap (Planet),Default,None,Bowtie
8697,15,4296,0,https://magiceden.io/item-details/3mpKYQwfUQesC5W7R3YUD3dCdzWuNvA1YvY4qHBLH4om,None,None,Fuschia,Emerald - Default,None,,Occular Tech,Dad Hat,Piercing (Hoop),None,Bowtie
8735,10,9578,0,https://magiceden.io/item-details/4N3h9cvLpXWLKMhwKyEQs2wmVqgorBJ3G9G7XRHUJSdh,None,None,Green,Gray - Open,None,,Default,Ballcap (Planet),Heart,None,Turtleneck (Green)
8755,20,240,0,https://magiceden.io/item-details/9s9rSUKcwWPHgqTZREUgbg34SY2iM9GSh1YGvGhb4fjF,Umbric Bindings,None,Red,Ancient Default,Runic Marking 3,,Ancient Bored,Ancient Reverie,Default,Reverie Beads,None
8776,8.49,6099,10.7,https://alpha.art/t/92TTC4suDLpHfvD3rd1dQuMSMeHVs9FxE3GbKz8tf5eE,None,None,Green,Gray - Toothy,None,,Button Eye,Officer's Cap,Narrow,None,Combat Armor
8782,9.99,5266,0,https://magiceden.io/item-details/J7v3ysEisGsZruwcP9aXVD1FDMp1m8tENiHYNWFYVPqf,None,None,Blue,Terrarium - Default,None,,3D Glasses,Bow,Heart,None,Robe (Pink)
8792,4.24,7905,45.98,https://magiceden.io/item-details/AaRvn2foG6i9uSk5ADDXtadFUoev7sky3aFaYGSzcjAg,None,None,Deep Gray,Green - Lockjaw,None,,Sunglasses (Big),Horns (Small),Triangular,None,Basic Tee (Blue)
8801,5,4771,50.92,https://solanart.io/search/?token=3ADrz8yiqGK37e1y5KrECN5BuTy6QvfvQ9QYHPm9iJTJ,None,None,Aqua,Green - Cracked,None,,Eyeballs,None,Piercing (Hoop),Reaper Hood,Basic Tee (Black)
8810,33,145,0,https://solanart.io/search/?token=9jEp1oBKYjE9g2gKt2Bz2xTwyfz5qPcAydGjfWsHXKZW,Draelic Nimbus,Soul,Blue,Ancient Toothy Maw,Runic Marking 2,,Ancient Eyeballs,Power Gem,Default,Reverie Beads,None
8811,15,1117,0,https://alpha.art/t/HTeTNLvQi8eiDQ8B2KaiyZhRwcT98urwUmyeuMJhZWZ1,Crucifix of the Maligned,None,Pink,Blue - Cracked,None,,Default,None,Double-Barrel,Reaper Hood 2,Silver Armor
8820,3,3022,77.91,https://magiceden.io/item-details/7MxtkLDGUoQB9xqbcVbz9pG5MtvnhYX3MjxVzRShv1Hn,None,None,Pink,Yellow - Gold Tooth,Piercing (Double),,Possessed,Beanie,Default,None,Hoodie (Red)
8831,4,2457,70.17,https://solanart.io/search/?token=66ZHQx9atvY4ek1Ad9cJunHir55oyZG3LJt2NQSurVw3,None,None,Pink,Green - Lockjaw,Hanging Charms,,Eyebrow Raise,Hannya Horns (Golden),Narrow,None,Robe (Pink)
8875,12,1835,0,https://solanart.io/search/?token=U9rq1hyUXFZWJLe9RL4AsNwMtdZJxFduAmHPZ5hxsfg,None,Soul,Fuschia,Red - Toothy,None,,Red Visor,Bandana (Tied),Mustache,None,Basic Tee (Black)
8881,12.5,1202,0,https://solanart.io/search/?token=AScazbKA7K2pSoWSwCseemUkwPyXmcGDPrzibmZ8CkGa,None,Nephul Tablet,Yellow,White - Side Open,Piercing (Right),,Dead,Dad Hat,Double-Barrel,None,Overalls
8882,66.599998,200,0,https://solanart.io/search/?token=5bP66VgUgXS9NgEn5Zz9EczzJa6JjZL1xhS7djSK3VwW,Oerberus Halo,None,Blue,Ancient Cthulhu,Runic Marking 3,,Ancient Angry,Crystal,Beaded,Overgrown,None
8888,16,1128,0,https://solanart.io/search/?token=DwkxYHXHaYECRT34eNbgNGNpxFAkiXxk9pB38MMJvTc3,Crucifix of the Maligned,None,Sky Blue,Red - Open,None,,Ancient,King's Crown,Mustache,None,Basic Tee (White)
8904,7.65,6510,17.46,https://solanart.io/search/?token=yguSzFeahP4aj9xDLmu4F9voYyAUWpryetPXAdwzZrn,None,None,Fuschia,Yellow - Toothy,None,,Googles,Viking's Helmet,Piercing (Studded Hoop),None,Hoodie (Pink)
8906,7,2657,39.37,https://magiceden.io/item-details/2AQYRDJ5bzGr39wU1PJcPqLM1G6Nj6EzvH3PuaSM2aho,None,None,Red,Yellow - Oooh,None,,Default,Jr. Sailor Cap,Triangular,Gas Mask,Suit
8919,5.5,8998,29.01,https://alpha.art/t/2Lfmn5VTLqEwByU1cGbx8v1X586dWHYgf49aDAJsAPzv,None,None,Green,Purple - Open-minded,None,,Glasses (Half-frame),Jewel,Piercing (Hoop),None,Basic Tee (Black)
8922,40,3883,0,https://magiceden.io/item-details/3SnhRAtY9mSe6Xe1Yxaz3xJm9j3J5cskKVYrkR2P2Ln1,None,None,Fuschia,Gray - Gold Tooth,Piercing (Double),,Angry,Backwards Hat,Triangular,None,Leather Jacket
8931,25,8904,0,https://magiceden.io/item-details/CqGWZLJWAKVVvbrVezciqrFkATJpf4M99BiZiYFvdtp,None,None,Blue,Black - Toothy,None,,Button Eye,Tilted Halo,Triangular,None,Basic Tee (Yellow)
8935,3,7840,58.64,https://solanart.io/search/?token=BSnfoVmyQs4GNECfcqjDb59xzt81A7SZvVY8trJfmnpd,None,None,Blue,Gray - Gold Tooth,None,,Feminine,Iron Dome,Default,None,Hoodie (Purple)
8937,50,4025,0,https://magiceden.io/item-details/CRteu7nGWsQbbY2eLQ1FycKsa6es2AuqPt5AoK7rPBwV,None,None,Aqua,Gray - Gold Tooth,None,,Bored,Exposed Brain,Narrow,None,Power Armor
8943,420,9956,0,https://solanart.io/search/?token=J2J1eP6UMRLxRrpbTSetTFCDVZNKPH12uNVCxTF71LCM,None,None,Red,Blue - Open-minded,None,,Monocle,None,Narrow,None,Tutrleneck (Black)
8951,5.55,2618,54.03,https://solanart.io/search/?token=HtZYEGfba1zww34EjwJdfKdLysvRE8Ws6YHRxyF8C8Ha,None,None,Blue,Gray - Fangs,None,,Angry,Princess Circlet,Default,Goatee,Turtleneck (Red)
8963,8,4104,23.58,https://solanart.io/search/?token=AVBqF7ZfykzkAcF927aQfpooNhJqztTkSGybsxGp9zhh,Sheathed Sword,None,Deep Gray,Gray - Open-minded,None,,Eyeballs,Star,Triangular,None,Tutrleneck (Black)
8975,80,8007,0,https://magiceden.io/item-details/GfhRG8SZEev9uCk4CZmnDRZdH3nyXShy8aVf6F1f2EzQ,None,None,Fuschia,Black - Sewn,None,,Third Eye Open,Candle,Default,None,None
8983,49,1500,0,https://magiceden.io/item-details/BGcbQY94quvbB8hv1MXAWiAVbNt3ZC6W9Tp81wTEpXHi,None,None,Deep Gray,Purple - Lockjaw,Hanging Charms,,Possessed,None,Triangular,Reaper Hood,Basic Tee (Blue)
8984,6.9,3922,35.31,https://magiceden.io/item-details/DovUtSu9poEmJC4roeDnSRCqUcC9ZWi6XCvB5y8ZMCoW,None,Soul,Slate Gray,Purple - Sewn,Hanging Charms,,Dead,None,Narrow,None,Basic Tee (Purple)
8994,37,3019,0,https://solanart.io/search/?token=6eTN6HeU9F51Nbv7DMFm6mXNvBSqu6Y5xA7zpma22Ywz,None,None,Red,Yellow - Toothy,Freckles,,3D Glasses,Punk Hair,Default,None,Suit
8996,40,4002,0,https://magiceden.io/item-details/WtTigHUieJtpR62i7HaTJ4FkshVpgWCc67xZYaaSYwS,None,None,Yellow,Black - Open-minded,None,,Closed,Crescent Headpiece,Triangular,Gas Mask,Basic Tee (Yellow)
9015,23,3621,0,https://magiceden.io/item-details/432sXJeYttvAAYbgThVSndZopePxUCFhhN4eeH7u3vZ8,None,None,Blue,Yellow - Fangs,None,,Sunken,Iron Dome,Triangular,Gas Mask,Collared Shirt (Gray)
9026,39.99,763,0,https://alpha.art/t/2HnfTSAoEeJLfnZnE13ki5AwUBUBD7QWA6xkfNJNj12f,Herald's Halo,None,Bone,Gray - Cracked,None,,Adorable,Tesla Coils,Double-Barrel,Gas Mask,Leather Jacket
9029,5,2284,60.86,https://magiceden.io/item-details/5bASqDDxuQxmGWEUeCpk34zUPByh9ZHcLhSsjPtiPNKm,None,Seer's Orb,Pink,Blue - Gold Tooth,None,,Blindfold,None,Piercing (Hoop),None,High-Collar Robes
9033,7.99,6144,15.52,https://magiceden.io/item-details/GVMbnnHCsAVncWG4cSpaiFmdVWZe7ygjCT7Xg1A3Qpt4,None,None,Sky Blue,Golden Automaton - Default,None,,Flower Eyes,Beanie 2,Double-Barrel,None,80s Jogging Jacket
9051,25,3864,0,https://magiceden.io/item-details/8fKvvNWtcae3rjHZ6AKhHBxxvsaGkzHSqPmAinWch1xx,None,None,Yellow,Wooden - Default,Face Tattoo,,Bored,Jewel,Default,None,Basic Tee (Blue)
9089,2.15,4200,81.7,https://magiceden.io/item-details/JCwgS57eLxTdvqytwF2t12KjEdo8JpJfjYrELtbhq8Ni,None,None,Slate Gray,Purple - Side Open,Piercing (Double),,Eyebrow Raise,Sailor's Cap,Piercing (Hoop),None,Collared Shirt (Green)
9096,14,8126,0,https://solanart.io/search/?token=9xBxuxPcAmGZ2ZaNn4xaw2ydfroEybiQZSEeQFN2d3TD,None,None,Pink,Red - Side Open,None,,Double Button Eyes,Athletic Visor,Double-Barrel,None,Collared Shirt (Gray)
9097,3.99,3747,65.11,https://alpha.art/t/5oG8ZLAdb92yCJqSujgLJhWnsbXuRMKYzmDmUbFtngLq,None,None,Deep Gray,Gray - Sewn,Freckles,,Glasses (Half-frame),Crescent Headpiece,Narrow,None,Overalls
9108,89,9569,0,https://magiceden.io/item-details/6MQ6iKaDuPGNjqypE4jv99xU7kvD6kPVxBA7TeXftrdy,None,None,Fuschia,Gray - Lockjaw,None,,Glasses (Half-frame),Halo 2,Triangular,None,Basic Tee (Black)
9127,7,3113,37.55,https://magiceden.io/item-details/3YyRV2QZkC9fZRgTLZbuv9343izV1NGgMSai8a3RNzkf,None,None,Red,Yellow - Toothy,None,,Monocle,Tesla Coils,Heart,Gas Mask,Collared Shirt (Green)
9164,10,1115,15.54,https://magiceden.io/item-details/9FX6QsqjtSS9JyMLrh5NJZe2HMw81giDXHzoerRuE28q,Crucifix of the Maligned,None,Sky Blue,Purple - Gold Tooth,Freckles,,Eyebrow Raise,Tesla Coils,Default,None,Overalls
9165,5,9327,32.69,https://magiceden.io/item-details/2WuvEBFGrHF1WuNNh4WT3sHfUYmjaKpwmgjoSgoEoQSW,None,None,Blue,White - Open-minded,None,,Reptilian,Crystal,Default,None,Turtleneck (Red)
9169,4.2,2809,66.76,https://solanart.io/search/?token=B3Wqwh5XLqR3PJfyvpMEF5F6zutX5oesEvnd91uiyhXQ,None,None,Aqua,Red - Gold Tooth,None,,Closed,Jewel,Mustache,Bandana,Basic Tee (Red)
9202,4.5,9424,37.3,https://solanart.io/search/?token=3dgvwY48sKkYjPvRNjcSoFgFgUVVTGSm7RqokGhFkRU8,None,None,Blue,Gray - Cracked,None,,Sunglasses,Trucker Hat (Purple),Narrow,None,Tanktop
9203,7.5,1966,37.14,https://magiceden.io/item-details/2UJp7nA5RdRceq8xFBa84TiNhePcbfPomsqVvT18z2SR,Divining Staff,None,Pink,Green - Lockjaw,None,,Sunglasses (Big),Halo 2,Heart,None,Hoodie (Purple)
9211,6,5207,39.17,https://magiceden.io/item-details/GmmGta5Xiqj96gzKBCWwSJyd9gbnm4Qnp2BsLgBVpa3o,Draelic Nimbus,None,Fuschia,Black - Default,None,,Angry,Ballcap (Planet),Default,None,Tutrleneck (Black)
9212,7.5,6839,17.64,https://solanart.io/search/?token=FVzsatBvH6S6ZxrXFmdaDjzQsNfCj6rVaRN7n7nkFx1T,None,None,Blue,Gray - Open,None,,Double Button Eyes,None,Piercing (Barbell),None,Royal
9220,8,3901,24.4,https://magiceden.io/item-details/DdM15zWF5nPBE3nSa6nWdywRdzhgX6K9m9NgCsmVP484,None,None,Blue,Purple - Default,Hanging Charms,,Sunglasses,Baphomet Horns (Golden),Narrow,None,Basic Tee (Purple)
9230,7.99,2672,29.41,https://magiceden.io/item-details/FvsAyPmWKEG8knEQSpq4o1hwsfxQwBtWX93to4EBCf3w,None,None,Aqua,Android - Default,None,,Flower Eyes,None,Double-Barrel,Gas Mask,Robe (Blue)
9237,2.45,8881,59.98,https://solanart.io/search/?token=8BpWmdch8oymicXRuZPu4DqWUYPJxBrQzk9RCFi7T2cs,None,None,Yellow,Red - Oooh,None,,Feminine,Jr. Sailor Cap,Triangular,None,Collared Shirt (White)
9241,3.9,7934,49.26,https://solanart.io/search/?token=5wnPwvxvKAF5QyPVGuSg7UNC6hN3zYkT9BDiDawRjXKe,None,None,Deep Gray,Yellow - Default,None,,Parasite,Trucker Hat (Green),Default,None,Basic Tee (Yellow)
9278,98,1091,0,https://magiceden.io/item-details/3GwSfLTXydohuAwSBW4WPtLRwtH3k3NV5EWPpcH8dLD2,None,None,Pink,White - Fangs,None,,Reptilian,Jewel,Piercing (Barbell),Oni Mask,Basic Tee (Blue)
9290,30.1,8162,0,https://solanart.io/search/?token=HsvpdyRkMv4JMqg45zCCo5braZRy9CqoBczBCUr7KhtU,None,None,Pink,Gray - Open-minded,None,,Occular Tech,Jewel,Narrow,None,Turtleneck (Red)
9291,8.75,447,30.71,https://magiceden.io/item-details/9KTvnUkE96FedsParoJYRMzpqdm5AXNHdXsrnv2CmDBx,None,Soul,Purple,White - Cracked,None,,Blindfold,Silver Crown,Double-Barrel,Goatee,Hoodie (Purple)
9295,20,6322,0,https://alpha.art/t/CQbxmTUoV7dWcqBG2eh9GWc7FSKcZqbvQxcyy7jR8LdN,None,None,Purple,Blue - Open-minded,None,,Ancient,None,Default,None,Samurai Armor
9297,12,894,0,https://solanart.io/search/?token=G8mB579y6bN25aDME3XrjVsghPo9QmDprhEX13QpqPD6,None,None,Deep Gray,Red - Oooh,Piercing (Right),,Monocle,Laurel Wreath,Piercing (Hoop),Gas Mask,Hoodie (Blue)
9305,6.98,7106,21.78,https://magiceden.io/item-details/3rRVJbypuBdMzsX5HGuKFga75WLLdhAsFEj2u9ZYxDWn,None,None,Sky Blue,Black - Lockjaw,None,,Possessed,Conductor's Hat,Default,None,Basic Tee (White)
9326,7,2082,41.67,https://magiceden.io/item-details/DtQZiGp4hDuL6saUUWDLZaY5LNYjaFpFMYzwEnDCvD55,None,None,Pink,Blue - Lockjaw,Hanging Charms,,Sunken,None,Double-Barrel,Reaper Hood 2,Collared Shirt (Green)
9327,30,7442,0,https://magiceden.io/item-details/BLFh3GAcG9tzU1WWdqFFBqV51zHhqifTMi4wKoJiySHX,None,None,Slate Gray,Black - Fangs,None,,Scope Technology,Dad Hat,Heart,None,Basic Tee (Red)
9340,25,1421,0,https://solanart.io/search/?token=CYGz4JAjEvo2T53Bqg96D6tmDvxmCbRd4NMZcVtJjY3y,None,None,Red,Diamond - Default,Piercing (Left),,Angry,Viking's Helmet,Narrow,Gas Mask,Collared Shirt (Gray)
9349,5,9428,32.29,https://solanart.io/search/?token=F1ukqcJxnmJUUTUWadK7Chx9gJMQyk74HDp6cHBYwA7Y,None,None,Blue,Gray - Side Open,None,,Eyeballs,Beanie,Narrow,None,Turtleneck (Blue)
9362,10,7224,0,https://solanart.io/search/?token=Ge492CdwWDFSkWU23Q35AGgj23MYxhpBM46A4EYucFcW,None,None,Deep Gray,Purple - Gold Tooth,None,,Closed,Ornamental Circlet,Piercing (Hoop),None,Hoodie (Purple)
9379,74,1466,0,https://magiceden.io/item-details/63fJp538DSG4DHFX3ns4tkiVt4trCf1UrY25u5uFHSM1,Draelic Nimbus,None,Aqua,Blue - Default,None,,Superhero Mask,Viking's Helmet,Mustache,None,Suit
9407,15,1170,0,https://alpha.art/t/21i7D2ABeLgXCMLnEGKDWMq4WYpoVQEVTQaLS7fyN389,None,Soul,Deep Gray,Gray - Lockjaw,Piercing (Left),,Third Eye Open,Ballcap (Night),Default,None,Hoodie (Purple)
9408,4.5,9512,36.95,https://magiceden.io/item-details/8k7J5TtpDAjzSzWnMN26pZMC3ArnQWouKKtgcCWd2Y9Z,None,None,Sky Blue,Green - Open,None,,Angry,Tilted Halo,Narrow,None,Turtleneck (Red)
9459,5.99,4925,40.4,https://alpha.art/t/EALZm1EdKs46vGJDJma19dqoNZrXuFj2aNnNzQe2GVet,None,None,Deep Gray,Blue - Default,Hanging Charms,,Glasses (Half-frame),Sailor's Cap,Piercing (Hoop),None,Tutrleneck (Black)
9471,12,2499,0,https://magiceden.io/item-details/Ea6dKtqebU4ZHHPGW7M1FaSmcg5jMoXPjuzm58MUp44Z,None,None,Sky Blue,White - Gold Tooth,None,,Eyeballs,Exposed Brain,Heart,Gas Mask,Turtleneck (Red)
9483,5.95,719,57.62,https://solanart.io/search/?token=BduFKBXgQbbnPuna2wohjgtYgmTssW9rdojD1EStoN6d,Oerberus Halo,None,Green,Gray - Cigarette,Piercing (Right),,Adorable,None,Heart,Reaper Hood 2 (White),Tanktop
9491,200,767,0,https://solanart.io/search/?token=DPvz3A28WBL3YVtXbD8qzmMFfXh3JrGSmayojEiyoZag,None,None,Fuschia,Black - Default,None,,Infernal,Serow,Narrow,Surgical Mask,Hoodie (Red)
9494,17,7343,0,https://magiceden.io/item-details/CgEe4hHswPD5SKUqchFr2Kv87Ui5ED7BTcF93UDqQjnB,None,None,Pink,Purple - Cigarette,None,,Flower Eyes,Fedora,Piercing (Hoop),None,Tutrleneck (Black)
9497,150,25,0,https://solanart.io/search/?token=Dspfzpwnv8WiM5X6AqhbaYKhBoBfpG4UapjKxR6JKDCc,Ydraxiian Bindings,Boreal Tablet,Red,Ancient Toothy Maw,Runic Marking 1,,Sinister,Baphomet Horns (Golden),Default,Reverie Beads,None
9498,2,9760,60.96,https://solanart.io/search/?token=9DYaw9KpdUuvDj95Gi5fCzSDJQ4UTwNzBXdhF1sNGGAH,None,None,Fuschia,Purple - Open-minded,None,,Eyebrow Raise,Star,Heart,None,Basic Tee (White)
9513,6.5,2832,43.67,https://magiceden.io/item-details/AoaRU5c4WmtPaQZn6osE2U9eVoXLZaC6A5FQotJXVXyN,Draelic Nimbus,None,Bone,Gray - Fangs,None,,Sunglasses,Fez,Piercing (Hoop),None,Collared Shirt (White)
9518,5.8,8456,28.18,https://magiceden.io/item-details/6XyTYfQMdVbQRyypKsVFUxj7K2EhQjEM1FmPQZNPiYAP,None,None,Aqua,Blue - Fangs,None,,Monocle,Glowing Power Gem,Default,None,Turtleneck (Blue)
9524,70,492,0,https://solanart.io/search/?token=29dGVUNtXTaz6FqanfTB9MDhB8niRywHoq6jTmjdQy95,Librus Crescent,None,Aqua,Ancient Default,Runic Marking 1,,Ancient Bored,None,Default,None,None
9529,2.1,8402,65.39,https://magiceden.io/item-details/D3Tae7AM5Nip7e61rC64AMv8scfKJoCFNJNHhWPZ9um1,None,None,Deep Gray,Gray - Sewn,None,,Feminine,Horns (Small),Double-Barrel,None,80s Jogging Jacket
9533,4.89,7871,39.62,https://magiceden.io/item-details/3xHhD94c3huQPaJjvWkY6v2aB9Ccd4JNQqe8GRmhP2ZA,None,None,Green,Yellow - Cracked,None,,Flower Eyes,Halo 2,Piercing (Studded Hoop),None,Basic Tee (Purple)
9539,8,2569,29.72,https://solanart.io/search/?token=FGPAqhYNrv5cmPnJvmLdsM7HJioyMji3hbNuyzKsm2gc,None,None,Blue,Black - Toothy,None,,Blindfold,Officer's Cap,Triangular,Bandana,Turtleneck (Red)
9549,4.77,5022,52.21,https://solanart.io/search/?token=FLDMEDi6sGmMw5XMAyHKGY8QCMkmK2exPLSiKwCyN19M,None,None,Slate Gray,Green - Sewn,Face Tattoo,,Eyebrow Raise,Halo 2,Narrow,None,Tutrleneck (Black)
9554,3,9948,50.21,https://magiceden.io/item-details/8FsFeoY9rHFaB8fYX3iL5vLiAR1KHx7ApLTvCrPTiCqN,None,None,Pink,Green - Open,None,,Monocle,None,Heart,None,Turtleneck (Blue)
9565,298,5975,0,https://magiceden.io/item-details/Ge5wXD1KHBDq2w4Si1DrT57g8NGZEgAQuXbz7zV3iWWy,None,None,Pink,Robot - Default,None,,Closed,Bowler,Piercing (Hoop),None,Robe (White)
