id,price,moonRank,💎 score (%),storeURL,BACKGROUND,BODY,EXALTED_STAT,FUR,GLASSES,HEAD,IDEA_CREDIT,MOUTH,❤️
4140,3.9,6814,59.56,https://solanart.io/search/?token=BrVqaisXFs4Evbk9QzUuigD3Lqro5Pzhfa8Uc5ZwNJk2,Purple,Knitted Vest,,Red - Smirk,Reading Glasses,Plunger,,Rat Tail - Smirk,1
4167,2.3,4596,81.83,https://solanart.io/search/?token=riDjHrAMwb8Snmofan9tsZPpc2dW2Vsdc8w6JjcsSdr,Black,Down Jacket,,Scarred Purple - Smirk,Designer Glasses,Belt,,No Traits,1
4172,3.3,7597,63.35,https://solanart.io/search/?token=Bamap1NLWTCADPRoZYGyKCVygJN3pvcpbHgAAVw7LqLN,Green,Bumbag,,Scarred Red - Smirk,No Traits,Pirate Hat,,Rat Tail - Smirk,1
4178,4.5,12256,38.2,https://solanart.io/search/?token=4g4i97H6E4BpMdNYV6tStyMK6Pxa2UwC2NF32DBkDs7T,Blue,Bumbag,,Scarred Blue - Smirk,No Traits,No Traits,,Match Stick - Smirk,1
4180,4690,192,0,https://solanart.io/search/?token=8Nvx3HujtNFJ8GwLhLoWENeepGZLd7uHaCrQp4j4HjyP,Red,Spacesuit,,Red - Grin,No Traits,Space Helmet,,Dynamite - Grin,6
4181,750,288,0,https://solanart.io/search/?token=sLWwj8vjs1etMyBWryFoVHGbjrLF3fWw8dXuTmAPL9P,Purple,Admiral,,Purple - Grin,No Traits,Pirate Hat,,Dirty Fiat - Grin,1
4195,4.2,8390,52.11,https://solanart.io/search/?token=oeq11nrgEMoefktDScGEF8h8LVyR3g6mhoFGxPfpmiy,Purple,Singlet,,Scarred Purple - Smirk,No Traits,Pot,,Bird Foot - Smirk,6
4227,4.5,2796,64.91,https://solanart.io/search/?token=7EihaYEmtDX4RPxRCzQMmmeeRtcLvyaAGHv3k8Wpnnkf,Yellow,T-Shirt,,Brown - Smirk,Swimming Goggles,Degen Service Hat,,Match Stick - Smirk,2
4249,2.75,10496,60.67,https://solanart.io/search/?token=BE48BhwfwTAHEDrSkPy616Fm2VUMExWQ5aFS7nzdLMDd,Red,No Traits,,Scarred Red - Grin,No Traits,Belt,,Bone - Grin,1
4284,15,3958,0,https://solanart.io/search/?token=6aXeRvh4oQ48o4GNkpvgF3wxhGb5KYRSzQz1qHaXxrdH,Purple,Vampire Cape,,Purple - Grin,Designer Glasses,Pandos,,No Traits,2
4295,29.9,3830,0,https://solanart.io/search/?token=FugFKwEDyJfHjpcvabVnYQ3KAwZQaXpG8iqxCkASqxVo,Black,Singlet,,Scarred Black - Smirk,Reading Glasses,Trash Lid,,Cigarette - Smirk,6
4298,7,936,45.16,https://solanart.io/search/?token=FLcgXGyPZ4KbvmBZqyztHHNquKxgyvNbMisN1N4fehCs,Black,Xmas Sweater,,Fox - Smirk,Swimming Goggles,Trucker Cap,,Bird Foot - Smirk,1
4321,60,4007,0,https://solanart.io/search/?token=7HKEZh6c6kMe7k71mN7NV7JU8SEYyQ1ECkCEawU7vfNW,Blue,No Traits,,Scarred Blue - Smirk,No Traits,Steampunk Hat,,Burnt Spoon - Smirk,2
4337,4,11829,44.41,https://solanart.io/search/?token=5c1icHCkLp4btSnUNVqrXVuDfoh2svo9hPc7v8h8qsFu,Red,Hockey Pads,,Scarred Red - Smirk,No Traits,No Traits,,Match Stick - Smirk,5
4340,14.99,4787,0,https://solanart.io/search/?token=4jzX7Ec2TtM7Vw2qjwwGLJvnijzSf2wyfFUehnCWJaiK,Red,Knitted Vest,,Red - Smirk,Designer Glasses,Beret,,Bird Foot - Smirk,3
4353,4.69,13068,34.01,https://solanart.io/search/?token=AL6KjSjkMCvHzHfhXTP8fLfGd89FeVJHefFUDNdWTGrP,Red,Bandana,,Red - Grin,No Traits,Degen Service Hat,,No Traits,4
4358,11.111,6979,0,https://solanart.io/search/?token=42AHTEQEXJ1QTMDGjpKpQwZobUF7dzMNJb9aGYZ9fBZa,Black,T-Shirt,,Black - Grin,No Traits,Paper Bag,,Lollipop - Grin,6
4383,4,4511,65.07,https://solanart.io/search/?token=9BH3K4PxPyH7MunbbTv6Xfb3o5N6NSjPXVChjtKWoWwv,Blue,Denim Vest,,Scarred Blue - Smirk,Designer Glasses,Paint Can,,Bird Foot - Smirk,5
4386,14,1427,0,https://solanart.io/search/?token=GcWw41nrPJuTUSDTf3MAi2psQE92wB8exjaisUh9GYvr,Yellow,Denim Vest,,Brown - Grin,Designer Glasses,Paint Can,,Dirty Fiat - Grin,1
4390,5,2604,60.45,https://solanart.io/search/?token=3Vm8sotLdaN7YT4S3FsPBGAyMFyPm9a2CffypHMT6PuH,Purple,Open Shirt,,Purple - Grin,Reading Glasses,Pandas Pickles,,Acid - Grin,2
4400,10,4951,3.82,https://solanart.io/search/?token=53t6ikfb8v2xUvaShsujJckzCmQMzn5QCaQJAQB9coPJ,Black,Hockey Pads,,Black - Grin,No Traits,Pandos,,Smashed Bottle - Grin,6
4420,3.5,7232,62.38,https://solanart.io/search/?token=G9hpx1pnthcoiMDD7Pb88WfEsekkT9osaJoZuPBXNguC,Red,Bandana,,Purple - Smirk,No Traits,Degen Service Hat,,Crayon Shiv - Smirk,6
4421,3.5,6392,64.75,https://solanart.io/search/?token=GcF5bAKEjF9h7vtdztqKKzzEqUBTAeGtVuAwKJLqZTwS,Green,Overalls,,Scarred Green - Grin,Reading Glasses,Ice Cream,,No Traits,2
4439,29.299999,2146,0,https://solanart.io/search/?token=7KttwqZNWKpBhjRVpHYyTnXWBLxDEU7BiZPtjiZV3qAn,Black,Tweed Suit,,Antique - Smirk,Reading Glasses,Trucker Cap,,No Traits,4
4450,3.3,12604,49.22,https://solanart.io/search/?token=HXjcZ8zHKDjnrvHH4XANbrnYgJoiZFN6tEathH1E5PYn,Yellow,Dress Shirt,,Brown - Smirk,No Traits,Headband,,No Traits,4
4452,5.5,12786,26.7,https://solanart.io/search/?token=FuKguu8gAmtPPGp1HvTvo2DzkfPrWupDW8RBtCVGcjfa,Green,Dress Shirt,,Scarred Green - Smirk,No Traits,Paint Can,,No Traits,2
4460,5,12814,31.63,https://solanart.io/search/?token=122xeCLRLc7QwRCJfKwAs4R3J892XyRGFfPZcX3PW5c3,Black,No Traits,,Blue - Grin,No Traits,Cardboard Box,,Lollipop - Grin,2
4466,11.5,1161,0,https://solanart.io/search/?token=4KLTLd1hc4b5RWPNEVXMoZTmMJh8s1nWRkjq3pRn4sqt,Red,Chav Jacket,,Red - Smirk,Designer Glasses,Trash Lid,,Joint - Smirk,6
4489,14.69,8632,0,https://solanart.io/search/?token=G1aMbM1ybG6WM3FM2Jjjss54TAx4xyccSjaqEpq73G7T,Purple,Bumbag,,Purple - Smirk,No Traits,Pirate Hat,,Bird Foot - Smirk,1
4500,2.6,12508,56.49,https://solanart.io/search/?token=82jKX2m4KD7P5jZRM2baM6Etwc4hgDkqZazyK5pbtiDc,Yellow,Open Shirt,,Brown - Grin,No Traits,Pandos,,No Traits,1
4508,25,2071,0,https://solanart.io/search/?token=H9TJXY72ztKbPWNJRvkMLXy7mvJhNMdr9hZRCSxcv4c5,Black,Leather Jacket,,Green - Grin,No Traits,Unicorn Headband,,Lollipop - Grin,5
4516,4,11977,43.99,https://solanart.io/search/?token=4cVLyRE8VcT8sGRTAVxNKWXpZ7RQVgDiPCuAwynJWvSC,Black,Knitted Vest,,Fox - Smirk,No Traits,No Traits,,Rat Tail - Smirk,2
4567,5,12943,31.26,https://solanart.io/search/?token=CjbsbCTFHB9vuLA8niTjGnjjyfHiqrp68Zp3gkL5poQX,Purple,Open Shirt,,Purple - Grin,No Traits,No Traits,,Lollipop - Grin,2
4573,10,9874,0,https://solanart.io/search/?token=8c3dHBodgC5BBr4uAbQ3sHLgai81xFaaA1nCspUH6sBL,Yellow,Toga,,Brown - Grin,No Traits,No Traits,,Lollipop - Grin,2
4608,12,2981,0,https://solanart.io/search/?token=3JCH3hYPK2fojQNfo9Ci8jBnPwGZzcjEiT2StZWkN4MY,Green,Mummy,,Green - Smirk,Reading Glasses,Headband,,Rat Tail - Smirk,1
4620,17,4025,0,https://solanart.io/search/?token=8E9o83iupjuVWKZppKr9qjauwnQv1v5V7etaAr2ibu1m,Purple,T-Shirt,,Black - Smirk,Designer Glasses,Pirate Hat,,Bird Foot - Smirk,3
4626,15,8448,0,https://solanart.io/search/?token=7hJdBL6mRzn9jZFTqUm5a64meDQH3RSzbkwwLSvmZpW4,Green,Open Shirt,,Scarred Green - Smirk,No Traits,Degen Service Hat,,Bird Foot - Smirk,2
4635,38.880001,8420,0,https://solanart.io/search/?token=EGXmTcqyUyKK37M3GGmNRtrGHKZhZakLARMNGGrtr9JT,Blue,Bandana,,Blue - Smirk,No Traits,Headband,,Bird Foot - Smirk,1
4650,15,2667,0,https://solanart.io/search/?token=8Jvf1r8nFytuhRQSyd42gFzBNxkMP9ET9kg2meV5QPtW,Red,Turtle Neck,,Red - Smirk,Trash Vipers,Beret,,Burnt Spoon - Smirk,6
4652,3.5,9734,55.32,https://solanart.io/search/?token=Da1ME5KC5pv4D6cWAzjJPePJcDkYhQ5Zt5xN8ESZLRmz,Green,Turtle Neck,,Green - Smirk,No Traits,Pandos,,Burnt Spoon - Smirk,6
4656,70,14160,0,https://solanart.io/search/?token=339FXiXicaQXkZ3EgPLPdVV7AskLnxnYdSbKDY3QxUP8,Green,No Traits,,Scarred Green - Smirk,No Traits,No Traits,,No Traits,1
4677,8,4924,23.9,https://solanart.io/search/?token=AjbpCNYBeifKx8348FTQ22mxGrbU9wwR21NmoRmYi8pf,Red,Fairy Wings,,Scarred Red - Grin,No Traits,Degen Service Hat,,Bone - Grin,5
4678,3,4278,75.72,https://solanart.io/search/?token=AcfUMqZUAAkELBtSRgKnDk4AiXtDxvg7Xmp8vnSXfusV,Green,Engineer,,Green - Grin,No Traits,Pandos,,Smashed Bottle - Grin,1
4685,3,2185,81.63,https://solanart.io/search/?token=FP8eDrMvDoxDdS7NB5XSSMQcqsHds6Lxw8h6oWM8LjQ3,Green,Denim Vest,,Green - Grin,Swimming Goggles,Degen Service Hat,,Bone - Grin,6
4697,25,7747,0,https://solanart.io/search/?token=6BMZZdBxVUqirdsc4sKmD1GvC2ttqUtLRGcveMGT8mhV,Black,Chain,,Scarred Black - Smirk,No Traits,Plunger,,Rat Tail - Smirk,5
4706,3,12044,53.8,https://solanart.io/search/?token=GFgkd8N1scYt7GkGGUzhUJP4fuTi41pT7W3F4Sw3XDRJ,Purple,Turtle Neck,,Scarred Blue - Grin,No Traits,Tamberine,,No Traits,6
4726,38,11455,0,https://solanart.io/search/?token=41vpDNozuDTVPi3arUKHs8wP5sYjAuqaay9CsMUQ1XXY,Black,Spacesuit,,Red - Grin,No Traits,No Traits,,No Traits,5
4761,6.5,6632,34.08,https://solanart.io/search/?token=Fz2STPDmpV44FiHTfLHv7EG1cHpc7zi52x3ksswNUmkY,Yellow,Xmas Sweater,,Brown - Grin,No Traits,Trucker Cap,,Bone - Grin,4
4800,5,6638,49.06,https://solanart.io/search/?token=EhmVY27BoDy3sNHdfYpeqKthqnknjShzfqSAVGrorTuF,Green,Bumbag,,Scarred Green - Grin,No Traits,Plunger,,Acid - Grin,2
4810,100,2764,0,https://solanart.io/search/?token=558vPheiCeZNjae12SRNzWvdPpq5WSZRvBvA3WkgvsEz,Green,Spacesuit,,Scarred Green - Smirk,Designer Glasses,No Traits,,Rat Tail - Smirk,2
4825,4,4082,66.28,https://solanart.io/search/?token=FMpLXFFzan75vtrrLEcU2VrMKV3CfgeLtXcEaXy83gT4,Black,Turtle Neck,,Black - Grin,No Traits,Tomato Soup,,Smashed Bottle - Grin,2
4845,90,3429,0,https://solanart.io/search/?token=BSJb8HLAmMrtpTPirSyJuamdvseNbJNPFLKCvuGmxvsT,Red,Overalls,,Red - Smirk,No Traits,Colander,,War Medal - Smirk,6
4851,11,6265,0,https://solanart.io/search/?token=FG5wnWRpqX8DrSyXr6uowNHTTSRRqeLT4JAg3DGocnsw,Black,T-Shirt,,Fox - Grin,No Traits,Cardboard Box,,Lollipop - Grin,2
4862,4,8602,53.52,https://solanart.io/search/?token=7iKjaUzVGKNcuqGrSidndeRrvtFfWHtURkEoPJEPJ4Lf,Purple,Degen Service Polo,,Purple - Smirk,No Traits,Cardboard Box,,Match Stick - Smirk,5
4876,3.3,1804,79.71,https://solanart.io/search/?token=3Krg8XFNj9CVETKf1zPk2pKLBk2RVej4doGrvRb6SZXn,Green,Down Jacket,,Scarred Green - Smirk,No Traits,Takeout,,War Medal - Smirk,2
4888,2.8,13430,51.89,https://solanart.io/search/?token=FkRB8nVD1Pq1KSpnFP16o2NjiLNSzpjircRhriqdNWSP,Yellow,Bandana,,Blue - Smirk,No Traits,Cardboard Box,,No Traits,2
4889,7.5,4766,29.35,https://solanart.io/search/?token=HvzJ4wjW6jSyrKeXEPovjGu98NfEZaefpkYCi6NS7aqe,Green,Denim Vest,,Scarred Green - Smirk,No Traits,Trucker Cap,,Joint - Smirk,4
4916,5,12933,31.29,https://solanart.io/search/?token=BPygJ2uA2SURg4zFruKmzWmLS8xgog84TMPuZbCmRy2j,Red,Overalls,,Red - Smirk,No Traits,No Traits,,Rat Tail - Smirk,6
4918,4,8836,52.86,https://solanart.io/search/?token=FqNaxPN2f3cb831NPFoFid7Mjex6yJbqknYCgc4cvp1s,Purple,Knitted Vest,,Scarred Purple - Grin,Reading Glasses,Cardboard Box,,No Traits,6
4919,3.5,12515,47.47,https://solanart.io/search/?token=AB15w7ZVK2vtb4xpERwj6hJKsVCVQ3WbnYpoPUG5wEuC,Yellow,Fishing Vest,,Scarred Brown - Smirk,No Traits,Trash Lid,,No Traits,5
4921,9.99,9103,0,https://solanart.io/search/?token=Wpkmyi7fb3peH1uGxqMDhuYEwuPY35Snkx4RBjrFttu,Purple,T-Shirt,,Purple - Smirk,No Traits,Trucker Cap,,Cigarette - Smirk,4
4947,3.9,14138,38.89,https://solanart.io/search/?token=D8SS6wUq7NPm4UnappNcNwHWiTcxy6C4v1aK8CC3cSTD,Yellow,No Traits,,Brown - Smirk,No Traits,Trash Lid,,No Traits,2
4959,5,13792,28.86,https://solanart.io/search/?token=DFhkAdqceX4NZHmxc1e3Rw16JZssV7WDNpaUD4ZS4rPR,Blue,Mummy,,Blue - Smirk,No Traits,No Traits,,No Traits,2
4964,6.69,5433,35.56,https://solanart.io/search/?token=FKBQTNa7sW9H6qY4NxnhdZgWGSknafF8M7F7eBTtwe9B,Black,Down Jacket,,Scarred Brown - Smirk,Designer Glasses,Cardboard Box,,No Traits,4
4980,4,3285,68.53,https://solanart.io/search/?token=AA7gTVWwYxWUjprzaprcndwGHtuSjRmfj4pEbkybrYfx,Red,Leather Jacket,,Red - Grin,No Traits,Paper Bag,,Dynamite - Grin,2
4986,4.89,11584,36.2,https://solanart.io/search/?token=LKHJXJB3PvoqDhvKYv9rRPEKZomYe5pZLD96JvRs7cK,Black,Chain,,Black - Smirk,No Traits,Pandos,,No Traits,6
5004,9.69,4582,7.96,https://solanart.io/search/?token=BbisxQDMLJv1kLPCZQ9VeBn2tBwMcGHMYYhDUKAHEhdx,Green,Toga,,Scarred Green - Smirk,Reading Glasses,No Traits,,Match Stick - Smirk,4
5033,32.5,4056,0,https://solanart.io/search/?token=Eu57K1HGoo7CxsJ63gn7CE13iXHBjpPbYH8JM9fwJYi5,Red,Knitted Vest,,Red - Smirk,Trash Vipers,Trucker Cap,,Burnt Spoon - Smirk,2
5036,9.9,10032,0,https://solanart.io/search/?token=48iGccXYtS1Gdi6siYPBGLdUGSeDvLGXJnSefSMAL5Nn,Yellow,Bandana,,Red - Grin,No Traits,Sombrero,,No Traits,2
5040,6,2830,49.81,https://solanart.io/search/?token=DSL6eLAGRAFaCrsdmQDeimaGwQAvPFBgBfjikGw8HDmr,Green,T-Shirt,,Scarred Green - Grin,Reading Glasses,Paint Can,,Acid - Grin,6
5055,3,7788,65.81,https://solanart.io/search/?token=3srSG9dHjAUAkWcZnYpW1gfSsCAjVXN682Zhmwu8iZB7,Red,Overalls,,Red - Smirk,No Traits,Cardboard Box,,Cigarette - Smirk,2
5063,9.69,7848,0,https://solanart.io/search/?token=Qq6dqwwqqmt9nvzGaxk2MySvdk4YwCnp2LDjwrDjvsq,Yellow,Open Shirt,,Scarred Brown - Grin,Designer Glasses,Degen Service Hat,,No Traits,2
5067,13,6839,0,https://solanart.io/search/?token=F7kQrhG7Dw6rRL5teHtWmbK6VxyyknNiUwVcU1zA9Bnt,Purple,T-Shirt,,Purple - Smirk,Trash Vipers,No Traits,,Match Stick - Smirk,4
5080,12,11137,0,https://solanart.io/search/?token=AGbmdrXfUNMHkhryUa5SA45eRRDqN4vweY6qZsyHJ7B5,Green,Hoodie,,Green - Smirk,No Traits,No Traits,,Crayon Shiv - Smirk,2
5092,6,13800,18.84,https://solanart.io/search/?token=FaMHWtLainbDbfuurCRYaWz3uJraxS1pqhFuk5bvxgeN,Purple,No Traits,,Purple - Grin,No Traits,Pirate Hat,,No Traits,5
5097,14.99,9390,0,https://solanart.io/search/?token=2mhYmRYM7QEvZL5TueK8S2V1VTV4g3EokHaTRS8myd6J,Black,Bandana,,Black - Smirk,No Traits,Belt,,Bird Foot - Smirk,3
5115,18,8958,0,https://solanart.io/search/?token=4WS49tYmt9Bq7R9a1w2xBnt7naSCy4rxE2WrGvVAddhK,Blue,No Traits,,Scarred Blue - Smirk,No Traits,Unicorn Headband,,No Traits,6
5127,4.4,10463,44.26,https://solanart.io/search/?token=EgoXY3XSgZn337WSaP4nLDp71bUCak99vRRa47YxjPvR,Green,Football Jersey - Blue/White,,Scarred Green - Smirk,No Traits,No Traits,,Burnt Spoon - Smirk,2
5131,3.5,2258,76.43,https://solanart.io/search/?token=FD35m4SpsMyKQNTNMkDw6bEvNGF4xezpeUGhZvq1j8DN,Green,Xmas Sweater,,Scarred Green - Smirk,No Traits,Lampshade,,War Medal - Smirk,2
5133,15,12151,0,https://solanart.io/search/?token=m9GBpy3izjz2BdvBsnvTxea9RWgX6mnJe1y6WFQHZ5m,Purple,T-Shirt,,Scarred Purple - Smirk,Designer Glasses,No Traits,,No Traits,4
5137,3,4912,73.93,https://solanart.io/search/?token=HzbLfAGNd31D72aAGq7vSDqdEixGd7YidrmuNoGJ3Fy8,Purple,T-Shirt,,Purple - Grin,No Traits,Colander,,Dynamite - Grin,2
5144,59.999001,4105,0,https://solanart.io/search/?token=dEjhiyp2eQVzdrwzZbmVuUyNiebqzk92v52b3nHRayq,Blue,Hockey Pads,,Scarred Blue - Smirk,No Traits,Steampunk Hat,,No Traits,4
5160,25,3134,0,https://solanart.io/search/?token=GX7vPoxzCSDn1ALmU6U3HyF9KfgEJf42sMMKhPSYEwVN,Yellow,Mummy,,Brown - Smirk,Designer Glasses,Beret,,Rat Tail - Smirk,5
5174,5,10911,37,https://solanart.io/search/?token=HDR2zaJXg7jQVyLcvUpoGg6i7iacEBZCmTzpcBZverZx,Yellow,Rain Jacket,,Scarred Brown - Smirk,No Traits,Tamberine,,No Traits,2
5203,29,239,0,https://solanart.io/search/?token=4G5qtiKVTPH8hioBc94VctNaPHummjxNnZVQkgwZfQz1,Black,Tweed Suit,,Fox - Grin,Reading Glasses,Cardboard Box,,Cigar - Grin,5
5221,3.9,13501,40.69,https://solanart.io/search/?token=6DmseSXtzW5khHULKiJK8XNzymWS4wDh6TakJvAk8itr,Green,Turtle Neck,,Green - Smirk,No Traits,No Traits,,Rat Tail - Smirk,4
5226,11,5714,0,https://solanart.io/search/?token=9DXBQvSseX9NxzMbGmzQZmdxRvMa3rvfU4BkN2KSd6bU,Green,Football Jersey - Red/Blue,,Scarred Green - Smirk,No Traits,No Traits,,Joint - Smirk,6
5231,2,7462,76.73,https://solanart.io/search/?token=EVHyRzJvUge2Jkfg9ehDDq33RZWxMFsKKAFJv4UTbR7d,Yellow,Xmas Sweater,,Scarred Brown - Grin,No Traits,Road Cone,,No Traits,5
5261,3,5919,71.09,https://solanart.io/search/?token=2TAWzvfKRqjawwhYCCBhqv4x6doV6J1S1ewk8vErexeX,Purple,No Traits,,Scarred Purple - Smirk,Designer Glasses,Road Cone,,Bird Foot - Smirk,2
5263,2.5,6194,75.31,https://solanart.io/search/?token=BdSTXczhB3sRJDQSQwqCtxFSMdFFwf11cwZDeY126ZWV,Black,T-Shirt,,Scarred Black - Grin,No Traits,Beret,,Bone - Grin,2
5292,3.95,6852,58.96,https://solanart.io/search/?token=HMkf6kJu1f6oqJJAVYrnxjAwci7prme8xvX9kwN971ev,Blue,No Traits,,Scarred Blue - Grin,No Traits,Beret,,Smashed Bottle - Grin,6
5293,50,10677,0,https://solanart.io/search/?token=2oqARmgJVHZo8KyJzR6jh53SVdcqocEkTCRY957PxhQc,Red,Designer Jacket,,Red - Smirk,No Traits,No Traits,,Match Stick - Smirk,2
5315,3.9,5735,62.61,https://solanart.io/search/?token=AEvUCUcRnZ8qbF9vy6etRpPWUWNoyFvePXL4sGhUe8dg,Purple,Denim Vest,,Purple - Grin,No Traits,Pirate Hat,,Smashed Bottle - Grin,2
5321,4,11680,44.83,https://solanart.io/search/?token=8Xx8YtMnauWTkx5BdTpxcok6kWz84wKBf6eGqAtE2Ux6,Black,Fairy Wings,,Black - Smirk,No Traits,Tamberine,,No Traits,3
5327,8.5,11602,0.05,https://solanart.io/search/?token=9PZ7DGAszP4Z9FU4FBjELSS5isiPdUA7rbDPArbrGjiC,Black,Knitted Vest,,Fox - Smirk,No Traits,No Traits,,Bird Foot - Smirk,5
5335,6.9,6952,29.17,https://magiceden.io/item-details/6zQuE1k5Uq6eKkkUUroN1VARTR34nhe9xfrrA6cDm5oA,Yellow,Bumbag,,Scarred Brown - Grin,No Traits,No Traits,,Cigar - Grin,2
5365,33,2583,0,https://solanart.io/search/?token=8VBjmQ3mjU5Ntt26PNzapyPXvLfjyTw32BihwntCK4AV,Green,Crayon Farmer,,Green - Smirk,No Traits,Cardboard Box,,Joint - Smirk,6
5383,18,3755,0,https://solanart.io/search/?token=29XxotReaN7E5VTu3WqQgAkufrQGxJv7YXJuws1pS7Cv,Yellow,Singlet,,Brown - Smirk,Reading Glasses,Pandas Pickles,,Bird Foot - Smirk,4
5393,4.5,13583,34.45,https://solanart.io/search/?token=3PbEoANUkYRy3zmLeQ5PZfZZn27B6UPL2aPu7UmYC7kK,Purple,Knitted Vest,,Purple - Smirk,No Traits,Cardboard Box,,No Traits,2
5400,75,8561,0,https://solanart.io/search/?token=83DGsZ54G8juFX8HFXWNFujGihEKvGmDs8Coq5eEsLxq,Red,T-Shirt,,Scarred Red - Smirk,Designer Glasses,No Traits,,Match Stick - Smirk,2
5410,60,1586,0,https://solanart.io/search/?token=GqZmowpJUMFd7Rx21nCCxALhmm94J19coXs9fH2ra1FJ,Black,Fairy Wings,,Fox - Smirk,No Traits,Boot,,War Medal - Smirk,5
5432,5,4646,54.68,https://solanart.io/search/?token=FEVcXZWRftVwCGWmpiSXYzAuyLQanu1v5U1LzPGCBn4F,Black,Fairy Wings,,Black - Grin,Designer Glasses,Colander,,No Traits,6
5436,6.1,9831,29.05,https://solanart.io/search/?token=B6azVX9AkS5bU4VezscwATVWzDgc5RtX7cVA9wRvS2VF,Yellow,Open Shirt,,Brown - Grin,No Traits,Trucker Cap,,Bone - Grin,2
5465,2690,659,0,https://solanart.io/search/?token=8yVDES1DzHmKBapg5VJA2zUwvFvzZhFx9N2nz6csfxd5,Yellow,Spacesuit,,Brown - Smirk,No Traits,The Gambler,,War Medal - Smirk,5
5478,6,2871,49.69,https://solanart.io/search/?token=4o2GsVfo6mZaGF3vuiGLm9uuiXFnHbszN6mAqSgtQUFS,Blue,Bumbag,,Blue - Smirk,Swimming Goggles,Paint Can,,Rat Tail - Smirk,2
5511,3.99,7721,56.1,https://solanart.io/search/?token=Cuf6qsRKTC6aeB1o78paAqHoAStsSmCnUjSMdXmiY4iL,Blue,Denim Vest,,Blue - Grin,No Traits,Road Cone,,Lollipop - Grin,5
5532,499,4838,0,https://solanart.io/search/?token=H1Rw2CrsMfhm1ya2vL1sy31mf8js9uubKNEKDQHvMBTa,Purple,Dress Shirt,,Scarred Purple - Smirk,Designer Glasses,Degen Service Hat,,Rat Tail - Smirk,2
5551,2.85,7252,68.83,https://solanart.io/search/?token=8SVcNem4kcB25MrAFCa6wXvuoQchuGz93LzeKsYL4nX9,Yellow,Hoodie,,Brown - Grin,No Traits,Pandos,,No Traits,
5552,12,8634,0,https://solanart.io/search/?token=FDM4Sv5TUfj24Wcx5MnbdCeDLmZ7AoG2yfea1D41zejA,Purple,Singlet,,Purple - Smirk,Designer Glasses,Boot,,No Traits,2
5554,5.69,8612,36.59,https://solanart.io/search/?token=2R8mPXaGhY8ZtwA6B7mD4Ygu7N49vVSxUwsGGo94FH3D,Yellow,Vampire Cape,,Brown - Grin,No Traits,No Traits,,Lollipop - Grin,6
5564,2.4,10093,65.31,https://alpha.art/t/9yGtwn4SNdg1tSWarFzAU9eVV6Hj7YrAvE8G39Wu2NtC,Black,Fishing Vest,,Brown - Grin,No Traits,Plunger,,Lollipop - Grin,6
5567,12.5,13076,0,https://solanart.io/search/?token=9VLQpHzoMNCrCdo2JSCkhPdFGKPonTrgvNZBL6JtUmL9,Red,T-Shirt,,Red - Smirk,No Traits,Ice Cream,,No Traits,3
5572,7690,41,0,https://solanart.io/search/?token=9wkM1r2vLGq7tWDJWqMwnPcFWVEkUo8EiHXCHKG479q2,Black,Spacesuit,,Fox - Grin,No Traits,Space Helmet,,Cigar - Grin,6
5589,6.9,1980,43.21,https://magiceden.io/item-details/BqVcEybyT7146KYztHdGiNTeMS6GbYZM4raP2Pz8eKm5,Purple,No Traits,,Purple - Smirk,Trash Vipers,Road Cone,,War Medal - Smirk,5
5597,100,470,0,https://solanart.io/search/?token=7JMzfw1T52RMxbUieDPVcGwsYu5RSNGckCdSdGk4t9Nv,Green,Open Shirt,,Scarred Green - Grin,Swimming Goggles,Trash Lid,,Dirty Fiat - Grin,6
5611,3.2,7919,63.44,https://solanart.io/search/?token=BxLeu9PkkzrbgMrpHTuTeMAUmqsqmqtkAvxdZ8E4D72t,Purple,Rain Jacket,,Purple - Smirk,No Traits,Paint Can,,Burnt Spoon - Smirk,2
5618,9.99,11407,0,https://solanart.io/search/?token=5yKLKjuoHn36tXoibxJj2vt59pphF7BU72CEBTWhUGtQ,Black,No Traits,,Black - Smirk,No Traits,Pandos,,Cigarette - Smirk,2
5622,16,11936,0,https://solanart.io/search/?token=2NF2n32byDfBv9tkFzyDdBeLo4CrDqTaKMTcMneU7wnY,Purple,Singlet,,Scarred Purple - Smirk,No Traits,No Traits,,Burnt Spoon - Smirk,4
5625,16.889999,8366,0,https://solanart.io/search/?token=CUf4Rk4fSHYgAaLNgmqKo89S6DsZ2BKtGufNe7WtKNmx,Purple,Hoodie,,Scarred Purple - Smirk,No Traits,Tamberine,,Burnt Spoon - Smirk,2
5643,32,4138,0,https://solanart.io/search/?token=rHZCBCC8iXaNjZV5aVrkthGtWWEtSDoNRbJhpEi6Nah,Purple,Fairy Wings,,Scarred Purple - Smirk,No Traits,Paper Bag,,Match Stick - Smirk,5
5649,6.9,12154,14.49,https://solanart.io/search/?token=9e7hDkDMWoVrSDLnaAXj3KFUVsJiXMEdsndJfzDCHNER,Green,No Traits,,Green - Smirk,No Traits,Plunger,,Cigarette - Smirk,5
5662,2,9607,70.68,https://solanart.io/search/?token=6qA5GWuzMUgynykwyKwG66YEtJrD8fTEQT1sjLJ3fvHT,Black,Singlet,,Black - Grin,No Traits,Trucker Cap,,Bone - Grin,5
